BIO_REGION_ID|ECO_REGION|ECO_REGION_DESCRIPTION|ECO_REGION_ID
PA26|Red Sea-Arabian Desert Shrublands|This ecoregion encompasses a great diversity of habitats, stretching from southwest Yemen to just north of the Dead Sea in Jordan with sections of Saudi Arabia, Israel, Palestine, and Egypt.|837
PA26|Red Sea Coastal Desert|This ecoregion extends south from the Gulf of Suez, encompassing most of Egypt’s Red Sea coast and approximately half of Sudan’s coastline. |836
PA26|North Arabian Highland Shrublands|This discontinuous ecoregion is situated in Saudi Arabia’s western Ha’il region. It encompasses the Shammar mountain range and surrounding patches of lowland gravel desert.|832
PA26|North Arabian Desert|This ecoregion stretches across much of Jordan, northern Saudi Arabia and into Iraq’s western desert.|831
PA26|Mesopotamian Shrub Desert|This ecoregion encompasses most of the Syrian Desert, also known as Badiyat ash Sham, stretching across East Jordan, southern Syria and western Iraq towards the foothills of the Zagros Mountains. |830
PA26|East Arabian Fog Shrublands and Sand Desert|This ecoregion has a highly varied landscape, with two disjunct sections: the Wahiba Sands sand-sea in the North and the fossil-rich Huqf area in the South.|821
PA26|Arabian-Persian Gulf Coastal Plain Desert|This disjointed ecoregion encompasses much of the Arabian Peninsula’s eastern coast, along the Arabian-Persian Gulf and Gulf of Oman, with a section in the Arabian Sea.|811
PA26|Arabian Sand Desert|This ecoregion encompasses both the major sand deserts—Ad-Dahna, An-Nafud, Al-Jafurah, Rub’ al-Khali—and sand deserts in Saudi Arabia, characterized by high linear and crescent dunes interspersed with gravel and gypsum plains.|810
PA26|Arabian Desert|This disjointed ecoregion encompasses large swathes of Egypt’s Sinai Desert, Israel’s Negev Desert, and other areas in Saudi Arabia, Yemen, Kuwait, Iraq, and Iran. |809
PA26|Tigris-Euphrates Alluvial Salt Marsh|Located at the northern end of the Persian Gulf, these wetlands are formed in the deltaic plain of the Euphrates, Tigris, and Karun rivers, which drain Turkey, Syria, Iraq, and the western Zagros mountains of Iran.|747
PA26|Syrian Xeric Grasslands and Shrublands|This ecoregion arcs across West Jordan, much of central Syrian Arab Republic, Northern Iraq, and a small area of Southwest Turkey.|739
PA26|Al-Hajar Montane Woodlands and Shrublands|Running parallel to Oman’s Batinah coast, the limestone and dark opholite rocks of the Al-Hajar mountains form the largest mountain range in eastern Arabia.|723
PA26|Al-Hajar Foothill Xeric Woodlands and Shrublands|This ecoregion surrounds the Al-Hajar Montane Woodlands and Shrublands ecoregion, encompassing the Al-Hajar foothills and lands lying below 1,200 m. |722
NA5|Pacific Coastal Mountain Icefields and Tundra|This ecoregion parallels the Northern Pacific Alaskan Coastal Forests ecoregion, all the way from its southeastern extent in the Alaska Panhandle and adjacent British Columbia to its western terminus on the Kenai Peninsula along the Gulf of Alaska coast.|420
NA5|Northern Pacific Alaskan Coastal Forests|This ecoregion is one of the wildest and best-protected regions of North America outside of arctic tundra and northern taiga zones.|360
NA4|Alaska-St. Elias Range Tundra|This ecoregion gets its name from the Alaska Range and the Wrangell-St. Elias Range, both of which it encompasses.|405
NA4|Copper Plateau Taiga|The Alaska-St. Elias Range Tundra ecosystem surrounds most of the Copper Plateau Taiga, except the Pacific Coastal Mountains Icefields and Tundra ecoregion forms the southern boundary of the Copper Plateau Taiga. |372
NA4|Cook Inlet Taiga|This ecoregion surrounds the upper portion of Cook Inlet and includes the city of Anchorage, with 291,538 residents (in 2018) the most populous city in Alaska.|371
NA4|Interior Alaska-Yukon Alpine Tundra|This ecoregion consists of a set of disjunct higher-elevation patches of tundra and open forest in a matrix of lowland taiga (the Interior Alaska-Yukon Lowland Taiga ecoregion) across the interior of Alaska, overlapping into southwestern Yukon Territory. |416
NA4|Beringia Upland Tundra|This ecoregion occurs in two disjunct blocks: on the Seward Peninsula, where it is the dominant ecoregion, and a smaller area on the western half of St. Lawrence Island in the northern Bering Sea.|410
NA4|Beringia Lowland Tundra|This ecoregion consists of the southwestern Alaska mainland, separated by the higher-elevation Ahklun and Kilbuck Upland Tundra ecoregion and extending down the Alaska Peninsula to Unimak Island.|409
NA4|Aleutian Islands Tundra|This ecoregion encompasses the 1,500-km Aleutian chain, which stretches between the Alaska Peninsula and Kamchatka Peninsula in Russia, as well as the Pribilof Islands.|406
NA4|Ahklun and Kilbuck Upland Tundra|This ecoregion consists primarily of the Ahklun and Kilbuck mountain ranges in southwestern Alaska and was formerly considered part of the Beringia Upland Tundra ecoregion.|404
NA4|Interior Alaska-Yukon Lowland Taiga|This ecoregion sprawls across a large area of southern to northern Alaska and neighboring northwestern Yukon Territory.|375
NA4|Alaska Peninsula Montane Taiga|This ecoregion is an area of rugged and picturesque coastline extending from the MacNeil River and the mouth of Cook Inlet in the northeast, down a relatively narrow peninsular to Unimak Island in the southwest, just off the tip of the peninsula. |369
NA3|Brooks-British Range tundra|This ecoregion consists of the Western Brooks Range in Alaska, the lower-elevation Anaktuvuk Pass in Alaska, and the higher Eastern Brooks Range in Alaska, Yukon Territory, and a small part of extreme northwestern Northwest Territories. |411
NA3|Arctic Foothills Tundra|This ecoregion, for most of its extent, lies between the Arctic Coastal Tundra ecoregion to the north and the Brooks-British Range Tundra ecoregion to the south.|408
NA3|Arctic Coastal Tundra|This ecoregion forms most of the northern coastline of Alaska.|407
NA2|Torngat Mountain Tundra|This peninsular ecoregion lies to the north of the Eastern Canadian Shield Taiga ecoregion and projects into the sea where the Atlantic Ocean (Labrador Sea) meets the Arctic Ocean (Ungava Bay). |421
NA2|Davis Highlands Tundra|This ecoregion occupies the rugged mountain chain along the eastern coast of Baffin Island, Nunavut, and the relatively narrow coastal plain adjacent to Davis Strait.|415
NA2|Canadian Middle Arctic Tundra|This ecoregion lies between the Canadian High Arctic Tundra to the north and the Canadian Low Arctic Tundra to the south and is ecologically transitional between these two ecoregions.|414
NA2|Canadian Low Arctic Tundra|This ecoregion is the largest ecoregion in Northern America Realm and stretches as a continuous swath across northern Northwest Territories and Nunavut to Hudson Bay. |413
NA2|Canadian High Arctic Tundra|This ecoregion encompasses most of the northern Arctic archipelago, from much of Baffin Island, Somerset, and Prince of Wales Islands in the south, through all islands northward to the most northern island in Canada, Ellesmere Island. |412
NA9|Midwest Canadian Shield Forests|This ecoregion is an immense area stretching from the north shore of Lake Superior in Ontario northwestward through western Ontario and central Manitoba to the south shore of Lake Athabasca in northern Saskatchewan and Alberta.|377
NA9|Eastern Canadian Boreal Forests|This ecoregion includes much of eastern Quebec, the southern part of Labrador, and the entire island of Newfoundland. |373
NA9|Central Canadian Shield Forests|This ecoregion includes much of boreal northern Quebec and Ontario, north of the temperate-boreal transition forests, south of the taiga, and west to include the northeastern shore of Lake Superior. |370
NA9|Southern Hudson Bay Taiga|This ecoregion encompasses the Hudson Bay Lowland(s), the most extensive wetland complex in North America and the third largest on Earth.|382
NA9|Northern Canadian Shield Taiga|This ecoregion stretches from the eastern shore of Great Bear Lake, southeastward through the eastern half of Great Slave Lake, through the northeastern corner of Alberta, across northern Saskatchewan and the north shore of Lake Athabasca and eastward to southern Nunavut.|379
NA9|Eastern Canadian Shield Taiga|This immense ecoregion stretches from Hudson and James Bays of the Arctic Ocean east to the Labrador Sea of the Atlantic Ocean and north to the southern portion of Ungava Bay of the Arctic Ocean.|374
NA8|Mid-Canada Boreal Plains Forests|This ecoregion spans a large region of Canada, from just south of Wood Buffalo National Park in Alberta southeastward to just north of Winnipeg, Manitoba, encompassing Lake Winnipeg.|376
NA8|Alberta-British Columbia Foothills Forests|This ecoregion is an ecotone or transitional region between the Rocky Mountains to the west and the Mid-Canada Boreal Plains to the east, but also between the Boreal Forests/Taiga biome to the north and the Temperate Conifer Forests biome to the south.|345
NA7|Northwest Territories Taiga|This ecoregion is the northern extension of the generally flat Interior Plains of Canada, which include the boreal plains and prairie ecoregions to the south.|381
NA7|Muskwa-Slave Lake Taiga|This ecoregion contains the Wood Buffalo National Park, the largest national park in Canada and the second largest national park in the world.|378
NA6|Watson Highlands Taiga|This ecoregion includes a large part of the Yukon Plateau and other highlands, ranging from the southwestern edge of Northwest Territories in the east, westward across northern British Columbia and a larger area of southern Yukon Territory, almost to Alaska.|383
NA6|Northern Cordillera Forests|This ecoregion encompasses the northern extent of the Rocky Mountains (what Canadians call the “Northern Rockies”) and the northern Coast Mountains, as well as some smaller ranges and the Stikine Plateau. |380
NA6|Ogilvie-Mackenzie Alpine Tundra|This ecoregion encompasses the Ogilvie and Wernecke Mountains in the north, the Backbone Ranges, the Canyon Ranges, the Selwyn Mountains, and the eastern and southern Mackenzie Range.|419
NA1|Kalaallit Nunaat High Arctic Tundra|This ecoregion is the most northern land on the planet. Only the most cold-hardy plants and animals are able to survive in this forbidding area. |418
NA1|Kalaallit Nunaat Arctic Steppe|This ecoregion occupies the southwestern coast of Greenland, across Baffin Bay from Canada’s (Nunavut) Baffin Island, and the southern two-thirds of eastern Greenland, west and north of Iceland.|417
PA8|Urals Montane Forest and Taiga|This ecoregion is centered on the Ural Mountains, a 2,000 km range that runs north-south through the Russian Federation, from the Arctic Ocean to the Ural River.|719
PA8|Scandinavian and Russian Taiga|This is the largest ecoregion in Europe, stretching across Norway, Sweden, Finland, and into the northern part of Russia.|717
PA3|Scandinavian Montane Birch Forest and Grasslands|The Southern part of this ecoregion is situated in Norway’s central highlands and the Northern part follows the Scandinavian mountains across Norway and Sweden, and touches the northern tip of Finland. |780
PA3|Scandinavian Coastal Conifer Forests|This ecoregion follows the western Norwegian coast from Flekkefjord to Senja.|708
PA2|Iceland Boreal Birch Forests and Alpine Tundra|Iceland is the second largest island in the North Atlantic Ocean with its northern edge situated just south of the Arctic Circle. |711
PA4|Yamal-Gydan Tundra|This ecoregion lies in the middle of Russia’s arctic coast, to the south of the Kara Sea. |784
PA4|Taimyr-Central Siberian Tundra|The northernmost continental land in the world, this ecoregion is a vast area of pristine polar desert, mountain and lowland tundra, rich wetlands and larch forests.|781
PA4|Novosibirsk Islands Arctic Desert|The Novosibirsk archipelago is found off the north coast of eastern Siberia, dividing the Laptev and East Siberian Seas.|777
PA4|Northwest Russian-Novaya Zemlya Tundra|This ecoregion spans 1,000 km of the North Coast of European Russia stretching from the White Sea-bound Kanin Peninsula in the West, to the Yugorsky Peninsula in the East.|776
PA4|Northeast Siberian Coastal Tundra|This ecoregion covers northeastern Sakha, from Sytygan-Tala Bay to the Kolyma river delta.|775
PA4|Kola Peninsula Tundra|This tundra stretches across the Northern shore of the Russian Federation’s Kola Peninsula, reaching into the northeasternmost tip of Norway.|774
PA1|Russian Arctic Desert|Four major archipelagos lie within this region of the High Arctic.|778
PA6|Kamchatka Tundra| This ecoregion covers two mountain ranges — the Sredinny mountains running down the center of the peninsula, and the more dissected Vostochniy range on the eastern side, with over 20 active volcanoes.|773
PA6|Sakhalin Island Taiga|This ecoregion covers the majority of Sakhalin, a 948 km-long island separating the Sea of Okhotsk from the Sea of Japan in the far east of Russia. |716
PA6|Okhotsk-Manchurian Taiga|This ecoregion is dominated by mountains and shaped by the Amur river. Reindeer and Siberian musk deer forage on lichen found in the forests of Dahurian larch and Yeddo spruce.|715
PA6|Kamchatka-Kurile Meadows and Sparse Forests|This ecoregion is generally found from sea level to 900 m or, in central Kamchatka, as a zone between 350–800 m.|713
PA6|Kamchatka Taiga|Between the Sredinny Mountain Range and the Vostochny Ridge, lies the Central Kamchatka Depression.|712
PA5|Wrangel Island Arctic Desert|This ecoregion has unique ancient steppe and tundra vegetation, providing insight into life during Pleistocene times.|783
PA5|Russian Bering Tundra|This ecoregion stretches between the Kolyma Mountains to the west, the Bering Sea coast to the east, and the Kamchatka peninsula to the south. The climate of the region is subarctic, influenced by the Pacific monsoon. |779
PA5|Chukchi Peninsula Tundra|This ecoregion stretches from the Kolyma rivermouth to Cape Dezhnev, the easternmost point of mainland Asia. |772
PA7|Trans-Baikal Bald Mountain Tundra|This ecoregion is located along a chain of mountaintops running from the northern edge of Lake Baikal to the coast of the Okhotsk Sea—a series of islands amongst the East Siberian and Okhotsk-Manchurian taiga that form a trans-Siberian route for plant dispersion.|782
PA7|Cherskii-Kolyma Mountain Tundra|This ecoregion consists of numerous montane areas above the tree line, including the Verkhoyansk, Cherskiy, Ulakhan-Chistay, Moma, and Kolyma mountain ranges, spread within the Northeast Siberian Taiga ecoregion. |771
PA7|West Siberian Taiga|This ecoregion stretches from the Ural Mountains in the west to the Yenisei River in the east. |720
PA7|Trans-Baikal Conifer Forests|This ecoregion is centered on the Yablonoi and Khentii Mountains, straddling the border between Russia and Mongolia.|718
PA7|Northeast Siberian Taiga|One of the coldest places on earth, this ecoregion has vast areas of pristine larch forest, tundra-bogs and wild coastlines, vital for a wide diversity of animals.|714
PA7|East Siberian Taiga|This truly vast area is bordered by the Yenisei River to the west and the Verkhoyansk, Kolyma and Dzhugdzhur Mountain ranges to the east.|710
PA9|Faroe Islands Boreal Grasslands|The Faroe Islands are an archipelago of 18 mountainous islands, of which only one is uninhabited, located in the North Atlantic Ocean between Scotland, Norway, and Iceland.|729
PA9|Caledon Conifer Forests|This ecoregion covers upland Scotland, encompassing the Northwest Highlands, Grampian, and Cairngorm Mountains. |691
PA9|North Atlantic Moist Mixed Forests|This ecoregion is restricted to areas in southwest and west Ireland, the western side of Scotland, including the Outer Hebrides, the far north of Scotland, and the Northern Isles (Orkney and Shetland). |672
PA9|English Lowlands Beech Forests|This ecoregion encompasses the lowlands in the southeastern part of Britain.|663
PA9|Celtic Broadleaf Forests|This ecoregion covers the majority of Ireland, the eastern half of Northern Ireland, the eastern edge and south of Scotland and the majority of England, excluding the English Lowlands Beech Forests in the south and east.|651
PA12|Western European Broadleaf Forests|This ecoregion covers a large part of Western Europe, including the upland areas of massif central, central German uplands, Jura mountains, Bavarian plateau, and Bohemium massif. |686
PA12|East European Forest Steppe|The majority of this ecoregion lies within the Russian Federation, extending into Ukraine, Moldova, the Carpathian foothills in Romania, and finally the Northeastern corner of Bulgaria.|661
PA12|Central European Mixed Forests|Traversing the lowland plains of Northern Europe, this ecoregion spans large areas of Poland, Belarus, Lithuania, and Ukraine; small portions extend into Germany, Romania, Moldova, Austria, and the Russian Federation.|654
PA11|Sarmatic Mixed Forests|These mixed forests cover the entirety of Latvia and Estonia, reaching into Belarus, Lithuania, Sweden, southwesternmost Finland, southernmost Norway, and the Russian Federation.|679
PA10|Pyrenees Conifer and Mixed Forests|At the junction of Mediterranean and Central Europe lies a landscape sparsely covered by conifer and mixed forests, stretching up the slopes of the Pyrenees mountains.|676
PA10|European Atlantic Mixed Forests|This ecoregion is located at the western coast of the Eurasian continent, extending from the south of France up to the northern most tip of Denmark.|664
PA10|Cantabrian Mixed Forests|This ecoregion encompasses the Atlantic coast from the northern half of Portugal, across northern Spain to La Rochelle in France.|648
PA10|Baltic Mixed Forests|The Baltic Mixed Forests stretch eastwards along the Baltic coastline from Denmark to northern Germany and Poland, and include the southernmost part of Sweden.|647
PA15|Rodope Montane Mixed Forests|The Rodope Montane Mixed Forests ecoregion encompasses the Balkan massif and Rhodope massif.|678
PA15|Dinaric Mountains Mixed Forests|Spanning across the north-eastern coastline of Adriatic Sea in Eastern Europe, this ecoregion represents one of the largest and most continuous tracts of forested habitats for large carnivores in the continent.|660
PA15|Balkan Mixed Forests|This ecoregion covers much of Bulgaria, Kosovo, North Macedonia, southern Serbia and Romania, and the northernmost parts of Greece and Turkey, stretching from the Black Sea towards the Adriatic.|646
PA13|Alps Conifer and Mixed Forests|Located in Central Europe, the Alps stretch across seven countries: France, Italy, Germany, Austria, Slovenia, Switzerland, and Liechtenstein. |689
PA13|Po Basin Mixed Forests|Found scattered throughout one of the most industrialized regions in Europe are the last remaining pockets of riparian woodlands and wetlands.|675
PA14|Carpathian Montane Forests|The Carpathian Mountain chain forms an arc across Central and Eastern Europe. 54% of the range lies within Romania, with the rest traversing the Czech Republic, Poland, Slovakia, and Ukraine.|692
PA14|Pannonian Mixed Forests|This ecoregion covers the entirety of Hungary, and is only in part of other Central European countries.|674
PA17|Central Anatolian Steppe|This ecoregion is comprised of five distinct areas in the Central Anatolian region of Turkey. |725
PA17|Northern Anatolian Conifer and Deciduous Forests|These forests sprawl across the southern slopes of the Pontic Mountains, a vast range that sweeps across the Northern Anatolia region of Turkey.|703
PA17|Euxine-Colchic Broadleaf Forests|These lush forests span the southern shoreline of the Black Sea, from the Southeasternmost corner of Bulgaria, across the Northern coastline of Turkey, and into lowland Georgia.|665
PA17|Eastern Anatolian Deciduous Forests|This ecoregion lies within Turkey’s Anatolian plateau, ranging over the Western part of the East Anatolian Mountains. |662
PA17|Crimean Submediterranean Forest Complex|This ecoregion is formed by two coastal enclaves on the Northern coast of the Black Sea. |658
PA17|Central Anatolian Steppe and Woodlands|This ecoregion occupies Central Turkey, bounded by the Pontic Mountains in the North and the Taurus Mountains in the South.|652
PA17|Caucasus Mixed Forests|This ecoregion follows the Greater and Lesser Caucasus Mountain ranges, spanning five countries: Georgia, Russia, Azerbaijan, Turkey, and Armenia. |650
PA16|Pontic Steppe|This ecoregion arises in the northeasternmost corner of Bulgaria, extending across Southeast Romania, Southeast Moldova, Southeast Ukraine, through Russia, and into Northwest Kazakhstan. |735
PA19|Tyrrhenian-Adriatic Sclerophyllous and Mixed Forests|This ecoregion extends along the coastal lowlands of the southern half of the Italian Peninsula, Sicily, and Corsica.|806
PA19|South Apennine Mixed Montane Forests|This ecoregion is restricted to the high mountain massifs of the Italian regions of Basilicata, Calabria, and the island of Sicily.|802
PA19|Italian Sclerophyllous and Semi-Deciduous Forests|The Italian Sclerophyllous and Semi-Deciduous Forests ecoregion covers the Italian peninsular from southeast France, south of the Po Plain to Basilicata in southern Italy.|795
PA19|Illyrian Deciduous Forests|The ecoregion extends all along the coastal ranges of the Eastern Adriatic coast, from the eastern Alps in northern Italy to the northern Ionian coast between Albania and Greece. |794
PA19|Corsican Montane Broadleaf and Mixed Forests|This ecoregion is restricted to the high and steep mountain massifs of Corsica Island, the fourth largest island in the Mediterranean Sea. |788
PA19|Appenine Deciduous Montane Forests|Tucked away among the peaks of Italy’s Apennine mountains, which stretch from the Alps down to Sicily, are some of Europe’s best-preserved forests and montane grasslands.|644
PA18|Southern Anatolian Montane Conifer and Deciduous Forests|The majority of this landscape stretches across the Southern Anatolia region of Turkey, reaching into the highlands of Lebanon, Syria, and a very small area in Israel.|804
PA18|Pindus Mountains Mixed Forests|The ecoregion extends in a north-south direction from the mountain ranges of the Peloponese to the central Greek Parnasos, Smolikas, and Olympus, to northern Albania and western North Macedonia. |801
PA18|Eastern Mediterranean Conifer-Broadleaf Forests|This ecoregion spans the Mediterranean coastline of the Middle East, running through Turkey, Lebanon, Israel, Palestine, Jordan, and the Syrian Arab Republic.|791
PA18|Cyprus Mediterranean Forests|This ecoregion covers the entire area of the Republic of Cyprus, the third largest island in the Mediterranean. |790
PA18|Crete Mediterranean Forests|Crete is the fifth largest island of the Mediterranean Basin and the ecoregion which encapsulates the whole island is restricted to high mountain ranges , hills, and low plains of the island.|789
PA18|Anatolian Conifer and Deciduous Mixed Forests|This transitional ecoregion lies within Western Turkey, hosting a confluence of Mediterranean, Euro-Siberian, and Irano-Turanian flora. |786
PA18|Aegean and Western Turkey Sclerophyllous and Mixed Forests|This ecoregion stretches mostly across Greece and Western Turkey, reaching into Southeast Macedonia, and Bulgaria; it encompasses many of the Aegean and Cyclades islands. |785
PA21|Azores Temperate Mixed Forests|Situated more than 1,350 km west of the Portuguese coast, the Azores archipelago is a collection of several small volcanic islands|645
PA20|Southwest Iberian Mediterranean Sclerophyllous and Mixed Forests|This ecoregion extends all along the low elevations, valleys, plains, and Atlantic coastal strip of the southwestern part of the Iberian Peninsula. |805
PA20|Southeastern Iberian Shrubs and Woodlands|This ecoregion is restricted to a narrow strip of land on the south-eastern coast of Spain from Almería to Los Alcazares with a small addition just south of Murcia.|803
PA20|Northwest Iberian Montane Forests|The northwestern Iberian Mountains extend from the Mediterranean southern slopes of the Cantabric Mountains to the central Iberian high mountain range. |800
PA20|Northeastern Spain and Southern France Mediterranean Forests|This ecoregion encompasses Southern France, the coastal part of Valencia and Catalonia regions in North-eastern Spain, and the Balearic Islands.|799
PA20|Iberian Sclerophyllous and Semi-Deciduous Forests|This ecoregion covers the central plateaus, valleys, and low plains of the interior portion of the Iberian Peninsula.|793
PA20|Iberian Conifer Forests|This ecoregion spreads geographically all along the main central eastern and southeastern mountain ranges of Spain.|792
